,STL Sort,Radix Sort(Base 10),Radix Sort(Base 2^16),Shell Sort,Heap Sort,Merge Sort,Quick Sort(Three Way),Quick Sort(Randomized),Quick Sort(Simple)
464000,94020,38009,13996,164055,156034,114006,61013,65013,59013
465000,93021,38009,14003,157035,151033,113025,60012,66014,60013
466000,95021,37007,15003,156034,144032,114028,60026,67015,59013
467000,95021,37007,15001,175026,145032,113541,61013,66012,58012
468000,95021,39009,14003,158048,144032,113951,62014,66021,59013
469000,94020,38008,14003,168050,159977,114031,62027,66008,60862
470000,95021,39008,15003,155034,144031,114026,62012,66014,59012
471000,95020,38007,14003,164034,145032,114027,62013,66013,59012
472000,96021,38008,15003,167049,146044,116011,63013,68014,60012
473000,98023,39008,15004,154034,147032,136031,62013,67014,60012
474000,97021,38008,15003,152034,145032,116025,63013,68015,60013
475000,97021,38008,14003,165037,147033,116026,63014,67015,60013
476000,96021,38007,15002,166036,146032,117027,63014,68014,60013
477000,98022,39008,15003,166036,148032,116026,62012,68015,60014
478000,98022,39009,15003,157034,149046,118025,62014,69015,60013
479000,96021,39010,15000,154034,148031,117026,63012,68015,61012
480000,98021,39008,14002,170037,148033,116027,63012,68015,61013
481000,98021,39008,15002,162036,149033,118026,64014,69014,61014
482000,99022,39009,14999,162035,150033,117026,64013,70014,62014
483000,98021,38006,15002,164050,151033,119027,63027,69015,61013
484000,98021,40009,15005,164034,151033,117026,64013,68015,61013
485000,98016,40022,16003,158035,148033,117026,64014,69015,61019
486000,99022,40009,16003,160035,151045,119026,63642,69015,61013
487000,99022,39008,15016,171051,149032,119039,64014,69015,62013
488000,99022,39022,15017,174052,151046,119026,65014,71016,62012
489000,100016,40015,16010,183041,151045,121033,65013,71015,62019
490000,101028,41009,15003,167639,155028,121020,64835,73022,63020
491000,103016,40002,15004,163036,153047,121027,64020,68744,62013
492000,101010,40021,15003,201044,151033,120026,64013,69015,62013
493000,99021,40009,15002,175040,154046,119039,63916,70015,63027
494000,100022,40008,15003,166036,174038,121027,66014,70015,63025
495000,101022,40009,14930,169050,153033,120039,65013,72029,63008
496000,101022,40008,16014,174025,153033,122027,65014,72030,63026
497000,100016,40009,16014,164050,163036,122013,65013,71015,63023
498000,102022,40015,15003,163035,154034,122027,65013,79031,63014
499000,101019,41009,15003,173038,163036,123041,65026,71015,63013
500000,103023,40009,16003,170037,157048,122997,66014,71028,63025
501000,101022,41019,15003,172038,155034,123027,72014,70015,64014
502000,102022,40009,15016,168049,160047,123027,65025,72016,64014
503000,101022,41009,15010,161035,157036,124028,67013,76017,65014
504000,102022,41009,15003,170044,156034,124594,66000,72030,64014
505000,103022,41009,16003,164166,157035,124024,67015,72022,64014
506000,103023,41011,15003,166049,160035,123040,66028,71002,64014
507000,104023,40008,16002,170051,158035,125022,66015,72029,64840
508000,103023,41019,16015,211047,155045,124027,67028,73016,64014
509000,104023,42010,16002,200044,157035,145032,67027,72016,64014
510000,104023,42009,16003,170050,159035,145033,67014,73026,64024
511000,105023,41009,16009,167035,160034,125028,66013,72015,65014
512000,104023,41009,16004,275061,175039,125028,68015,72015,65014
513000,104023,42010,16001,171038,161033,126028,70027,76017,64014
514000,104016,41021,16016,175039,158035,127014,68029,74029,66014
515000,104023,41010,17017,174037,162036,126028,67014,74030,65020
516000,105023,42021,16004,184042,161049,125040,68021,74024,67020
517000,106023,41009,17003,175039,161034,126041,67013,74016,65851
518000,106024,42003,16009,177990,164036,127042,68014,73015,66027
519000,105023,42011,16003,177039,164036,126028,72014,74028,65014
520000,105023,42021,17014,178038,163035,129042,70015,76035,68014
521000,106024,42011,16003,171037,163036,128028,69014,73015,65014
522000,107023,42009,16958,187041,163036,127027,69014,74016,67015
523000,105023,42010,16970,172051,170009,128041,69025,74016,67015
524000,107024,42022,16017,232065,166037,128028,67943,75017,66014
525000,107037,43009,16003,219048,164030,130035,68002,76027,66014
526000,108024,42003,17001,211047,164036,129029,71015,76029,67015
527000,110024,43009,16003,192058,166042,130029,73016,75012,66028
528000,109030,43320,17003,195043,165050,129028,69028,76017,66014
529000,108024,43019,16009,190054,170024,142031,70015,75016,67014
530000,107023,44008,16003,185041,169037,130029,70017,76030,66014
531000,108023,43009,16003,194043,170038,131029,70015,76017,76030
532000,109024,43009,17017,182040,170038,129499,70016,76016,67014
533000,109025,42601,16050,211047,181040,149034,70014,76017,67000
534000,109011,43022,16003,186042,167023,131026,70014,76017,68015
535000,110023,43009,17004,188055,169038,130029,70016,76029,68015
536000,111025,44009,17001,191995,167037,132029,70015,75017,69028
537000,109024,44008,17005,192041,168049,153034,71015,77017,67880
538000,110025,44009,17011,186046,170036,134043,71015,76023,67841
539000,110024,44009,16998,187042,171044,132029,72016,77017,67015
540000,110024,44009,17003,196043,170038,139030,70029,77016,68015
541000,110024,44009,16003,203044,170037,134029,72016,78017,67014
542000,110024,43008,17004,192042,172038,134030,71014,78016,69016
543000,111025,44010,17003,184054,173038,133034,71014,78003,69016
544000,112026,45012,19006,233062,195056,142031,71022,79002,69029
545000,113013,45023,18013,193032,189034,147032,72016,79017,68014
546000,112025,44009,17003,182054,172038,136043,72022,77010,70016
547000,114026,45030,17022,202038,174044,138027,73035,81004,71016
548000,113025,45023,17004,190042,200042,142032,81861,80029,69028
549000,113024,45003,17991,227039,193043,137044,79004,80022,69028
550000,112025,44009,17181,198053,173038,137030,73016,79010,70016
551000,116026,46022,16016,192055,175053,136030,73015,79017,70029
552000,112022,45023,17004,198044,175052,136030,73016,79004,70029
553000,112025,45010,17003,199044,177052,136863,73016,78017,69969
554000,114025,44011,17004,192043,177039,136044,73027,79017,70028
555000,113025,44009,18003,189042,173038,150033,73016,79017,70027
556000,113025,46023,17003,195043,180053,137031,72015,79030,71015
557000,113024,45016,17022,191049,175058,138023,76036,80036,70698
558000,114025,45029,17004,207065,178039,138050,74036,79028,72023
559000,115019,46016,18003,207046,185054,138050,73036,80018,73017
560000,118026,45027,18012,208046,178046,139031,78037,82036,71034
561000,116013,45016,17010,227050,201045,138753,74022,78827,72011
562000,116038,46017,17004,201055,179040,138043,77030,80018,72016
563000,114025,46021,17003,203872,178046,139030,74029,81018,71015
564000,114025,46010,18004,196038,191048,146022,74028,80031,73008
565000,115026,46008,18003,197042,182041,139044,76017,83951,75005
566000,118026,47008,18001,187040,178039,140033,74014,81018,72016
567000,117024,46011,17004,193738,194056,140032,76018,82013,72015
568000,118026,46011,23006,191040,196043,146033,75016,80030,74002
569000,118039,46009,18017,189040,181053,144041,75030,82029,73024
570000,118026,49011,18003,190042,184054,140043,82031,81019,73015
571000,118026,46010,17003,200844,179039,141032,74016,82028,73016
572000,117026,46016,18004,202045,187041,141045,76016,81030,73029
573000,117026,47009,18015,196044,182051,141043,75016,82029,73016
574000,118025,46010,18004,206040,179037,141031,76017,81017,72016
575000,117025,46010,18004,205057,184054,142043,75839,82024,73016
576000,118026,46010,18016,213061,188757,145032,78017,85017,73016
577000,118026,47010,18003,193044,187040,143031,76017,83018,73015
578000,124026,47010,19004,198057,186054,143031,78835,83010,74015
579000,119026,46010,18001,193041,186040,143032,77016,82017,74016
580000,119026,46009,18002,200058,185041,144032,78017,83018,73016
581000,119039,47996,18004,204045,195056,146033,77017,82031,74996
582000,120026,47010,17999,202045,184040,144029,77016,83016,83018
583000,119026,48010,18003,199043,185038,144032,77016,84018,73016
584000,119026,48011,19005,211046,207043,145030,82018,83018,74015
585000,121026,48026,17997,204045,188042,146032,77017,84674,75016
586000,122028,48028,18004,245735,183129,145026,82034,84018,75013
587000,121027,48011,18004,200044,187041,145800,81036,84018,77023
588000,120013,48010,19023,234065,184041,159048,78036,85016,76016
589000,123028,48017,18994,214054,187041,145032,78017,84031,76017
590000,120026,48020,19011,317071,195062,145032,78997,84038,77035
591000,123027,48010,19004,272060,185041,146032,78011,86018,75017
592000,122039,49011,19017,221035,190043,145032,85019,85018,75017
593000,121026,48011,18004,210047,190040,145032,78017,86019,75016
594000,122028,48009,19004,209047,192043,146033,79017,84018,75016
595000,123176,48014,19005,209046,194043,148033,79017,85039,75016
596000,122026,48010,19003,214047,192042,147032,78016,85018,76015
597000,122027,49010,18004,216048,190042,150034,78017,86019,76016
598000,123027,48011,19004,216048,193042,148033,79016,86019,76016
599000,123026,49011,19004,215046,193042,147032,80017,86018,76016
600000,123028,48010,19004,219062,196049,150020,79017,86019,77016
601000,123026,49011,19017,207046,193043,149033,78017,86019,78003
602000,126014,48010,19005,203045,193042,149048,86032,86015,76022
603000,124027,48961,19004,206045,200044,164048,79017,86030,77028
604000,125041,49010,19004,218016,195820,148042,80031,85019,76760
605000,124028,49019,19004,213047,194057,150033,84018,86024,77017
606000,125028,49017,19004,250905,195037,152965,82037,86012,78034
607000,125015,49010,19023,226062,203036,151053,80027,88025,77037
608000,125027,49010,19024,232046,204064,153046,84012,91014,81034
609000,126033,50029,19004,208046,197062,154046,80018,87026,78018
610000,126027,49797,20004,249055,202051,153902,80036,88039,78012
611000,127035,49011,20004,212047,198051,153053,85019,90855,78018
612000,127027,50029,19023,222055,214046,152033,81017,88019,79013
613000,126028,50011,21007,224063,212059,151534,88033,87028,78017
614000,126028,50024,19016,219056,198030,154034,81017,87019,78016
615000,126041,50019,20006,213062,226050,152047,81024,88019,78017
616000,126028,50011,19004,228037,199043,152033,81030,88019,79017
617000,127028,50024,18810,249055,202058,153046,81018,87032,78908
618000,128028,50011,20004,214047,201045,153045,81095,88019,79017
619000,127627,50011,19004,210059,202045,153045,82018,89019,79017
620000,126027,51024,19004,222062,203045,179040,82026,88032,79027
621000,127028,50885,19010,212048,201058,153034,85813,88019,81031
622000,128029,51010,19003,221054,203045,153035,82031,89019,79017
623000,129028,51023,19004,250055,204056,155034,83018,89032,80010
624000,127028,51011,19016,276061,204056,153034,85944,90026,79017
625000,130029,50011,20004,212047,206043,154034,83018,90019,79017
626000,129029,51012,19003,224050,203045,156035,86018,90019,79017
627000,128028,51013,20003,208046,213047,157037,86018,90020,79016
628000,129029,49011,20005,221050,203045,180040,84018,90017,79017
629000,131029,51012,19003,224051,207046,155551,84018,90020,81015
630000,130029,49011,20004,219582,206046,157035,84018,89019,80017
631000,129028,51011,20005,224050,205046,157048,85005,91019,81017
632000,130029,51024,20004,228051,208058,156023,84030,92026,79017
633000,131028,51011,20005,220036,216061,156886,84018,90019,81017
634000,130028,50011,20004,216048,207045,157035,83017,90020,81017
635000,130028,51011,20001,226560,208046,158036,85017,90019,81017
636000,131049,51017,19004,220059,208058,157047,84018,91020,82018
637000,131029,52011,19895,220055,217048,157035,84025,91013,81029
638000,132029,51011,20004,229064,226050,185040,84018,91031,81018
639000,131029,51965,20004,324072,207059,157049,89019,91026,81030
640000,131031,51012,20004,254056,221712,160029,83018,90964,82031
641000,132023,52011,20046,221043,212918,174050,84032,93030,81024
642000,132029,52024,20017,218048,211047,160048,85030,92020,82018
643000,132029,52021,20017,220048,208056,158035,85598,92033,81024
644000,134029,52011,20006,252645,211060,160047,84869,93020,82018
645000,133029,53024,19004,221050,212059,160036,85031,92020,82546
646000,133029,52011,20016,231676,213024,162049,85018,92021,83030
647000,134030,53011,20004,228052,213047,159029,86025,94020,82018
648000,133029,52011,19951,241067,213053,161040,85031,93021,83112
649000,133029,53023,21011,227050,215048,159723,86784,93027,83018
650000,135030,53011,20016,216048,214060,161919,89019,94955,83018
651000,134029,52011,20002,227051,215049,162050,87033,93020,82018
652000,133030,53024,20966,234052,229062,161037,85019,94021,84018
653000,136031,53010,21016,231051,214061,160036,87019,93022,83018
654000,135030,52017,21003,235065,211047,162029,87033,93033,84032
655000,136030,53024,20777,228056,213047,161042,86025,94033,85019
656000,134029,53998,21004,282063,216048,162036,87019,94021,85019
657000,134029,53012,21005,261057,215047,190042,86017,95021,83018
658000,136030,53012,21005,290064,217048,163036,88015,94021,83017
659000,135030,54011,20004,240053,218048,164061,87019,94020,87019
660000,136030,54012,20005,243667,216048,164903,87044,93664,83069
661000,136241,54013,22011,246709,223609,168651,86842,94554,84950
662000,136004,53551,20070,236346,233120,164933,86955,95559,85018
663000,136727,54026,20998,242136,218871,167160,86050,95563,86018
664000,137580,54012,22005,238749,226606,165038,87870,94058,84032
665000,136060,54207,21016,237864,221407,167107,89076,96050,85150
666000,137082,54546,21005,229668,221076,181067,87019,95044,85623
667000,138915,54385,21033,223935,228108,164672,88983,95023,83931
668000,137568,54043,20513,231609,243815,168042,88064,96070,86855
669000,139040,54015,21004,237663,220588,167037,90056,96076,84259
670000,137113,55014,21207,238686,221591,167109,89246,97023,85018
671000,139169,54582,21099,229315,224199,167944,87549,96047,84540
672000,138030,54012,21004,274047,222048,167037,89019,97540,86019
673000,138030,54012,21004,230073,224049,168038,90019,96020,86018
674000,142031,54023,22019,237025,223857,167039,90019,96021,87018
675000,139029,55006,21005,242054,220691,169655,89538,97021,87013
676000,140031,55025,22014,251045,224062,191056,89019,97022,86011
677000,140031,55012,22005,236052,225049,168037,90013,96021,87019
678000,140031,55024,20825,231045,224049,167049,89019,96909,85937
679000,140031,55012,21004,249056,225064,170052,90032,97034,86031
680000,140037,55013,21005,265072,226056,169050,93021,98021,87032
681000,141031,55686,21004,238652,234064,169048,90019,98022,88031
682000,140031,55011,21010,245064,223049,170051,93020,103022,88020
683000,141031,55012,21017,233059,228051,183041,90022,100022,86031
684000,140031,56025,21018,247067,227050,171038,90020,98034,87019
685000,141031,56016,21010,296953,228051,169051,90783,98021,87019
686000,142013,56018,21010,245111,234065,171051,93020,98034,88005
687000,142031,55012,22004,256058,227062,171038,92020,98774,87019
688000,142018,56025,21004,277064,232051,178053,90990,99022,88159
689000,142032,56025,22015,281062,226050,181863,92020,99028,89019
690000,141031,55949,22004,263073,229061,171038,91006,98021,89020
691000,143031,56012,22004,243054,230050,172039,92019,99022,88018
692000,142031,56013,22005,255056,242053,172039,93021,99022,88020
693000,142030,56012,22005,239066,231064,172050,92026,99028,90020
694000,145018,56026,22016,244061,231064,175053,92033,98022,90020
695000,144026,56012,22017,235064,231051,184041,91970,101035,88019
696000,144031,57012,21004,258056,234064,172038,97021,100033,88032
697000,146038,57012,21004,242881,244961,174052,92033,100035,91032
698000,144032,57026,22017,261172,232044,173038,93089,100873,89019
699000,144032,57025,22004,274061,230968,173052,92973,100022,89030
700000,144031,57018,22005,247055,241066,175039,92020,100568,88099
701000,145032,56012,22017,304081,231711,177040,94020,100021,90020
702000,146033,57014,22005,270060,233051,174038,94021,100021,92019
703000,145031,56012,23006,241053,237052,175039,93019,102023,90019
704000,147034,54012,22004,267060,236052,175039,93021,101022,90020
705000,145032,61016,22005,310089,235059,176052,93695,101847,90020
706000,147026,57012,21998,256763,237052,178040,95021,102021,90019
707000,146032,58015,22006,270080,245067,178763,97033,102022,90020
708000,145032,57012,22005,261058,238053,178052,94021,101010,92040
709000,148033,57012,22018,259051,235059,177051,94022,101043,92020
710000,147020,57607,22004,243072,239051,176040,95034,102022,90020
711000,147019,55011,23005,239053,238052,177039,95020,101022,90019
712000,146032,55012,23006,250055,238054,189048,94020,106023,95032
713000,148033,59026,22005,251265,244055,180040,94021,103654,91025
714000,148033,57012,22968,249067,240065,198056,95033,103023,91033
715000,147032,59026,22004,248068,245064,189052,95027,103029,93020
716000,147018,58018,21005,254058,241053,183053,95035,103029,91032
717000,148033,58013,22009,253064,238053,179027,100032,104023,91020
718000,150020,58013,22004,252057,243053,210047,96034,103023,91841
719000,148033,57013,22005,256057,243053,178039,96021,103021,92019
720000,149032,58011,24003,268073,242054,182033,95021,104036,93020
721000,148032,58013,22589,480106,251068,179040,96034,104029,93020
722000,150020,59012,22004,287079,242053,180058,97034,103035,95032
723000,152040,60229,22004,263058,242054,179040,97022,104022,95020
724000,150033,58013,22004,280063,241053,181049,95021,103022,94007
725000,151033,58025,22017,305080,250066,179053,97021,103023,107037
726000,150033,59000,22018,261058,246066,186041,104036,103023,93033
727000,150033,59013,23018,272061,245925,180039,96969,104009,92026
728000,150039,59011,22011,301066,245054,181041,97027,105024,95034
729000,151033,60026,21992,296079,245054,181041,100022,107024,106037
730000,152140,59034,24011,262674,246066,216060,97034,105022,93027
731000,150033,59024,23017,252654,248054,182040,96021,105036,93032
732000,151033,60013,22005,257668,248054,214061,97021,109557,94671
733000,152028,59014,22004,257070,247067,182040,96021,105029,95034
734000,152034,60019,23005,268073,247055,182041,100975,105023,94033
735000,152021,59019,22703,258070,251056,187054,101035,105023,93020
736000,153034,60013,22004,298060,248068,184052,98022,104023,94020
737000,153034,60013,23005,268060,249069,182650,99034,107037,95034
738000,154034,60013,23004,285069,249054,185041,98021,106022,93020
739000,153034,61011,24005,260057,252056,184041,98021,107043,95008
740000,156041,61014,23025,306062,255076,191040,100009,107011,97040
741000,156034,62013,23005,271058,252055,186055,98035,107037,97022
742000,154045,60012,23011,274067,249055,188060,99041,106011,96021
743000,155033,60019,23908,299066,253069,186054,99021,108034,94021
744000,156032,61013,24006,265061,251055,218048,99021,107023,97022
745000,154034,62012,24005,262058,253055,186041,100021,107024,95020
746000,156035,60012,25007,271061,254057,186041,100021,107023,96021
747000,155034,60012,23004,270061,267059,189042,99021,107023,97020
748000,156034,61013,23005,267060,254056,186047,101035,106023,96033
749000,154034,61001,23018,275061,260058,186053,99035,107023,95015
750000,156035,61014,24017,305062,253907,188041,104023,109037,97021
751000,155035,61013,23011,262857,250055,193036,100026,107023,96009
752000,157036,61014,23004,312070,279062,189042,100022,108024,96021
753000,157035,61013,24011,297555,255964,203665,100028,108030,95875
754000,158022,61013,24025,312071,258056,191843,101022,111024,95020
755000,157035,62013,24005,281062,257056,189041,100021,108023,96021
756000,157549,62014,23005,291082,255056,188042,100022,109023,100019
757000,157034,60013,24005,274062,256056,191042,101022,110024,97021
758000,157034,62014,23004,272060,258057,192042,101021,108977,96020
759000,158035,62015,24005,277074,258064,191056,101029,108885,99035
760000,159022,62014,24005,270577,259053,190043,101031,109024,99022
761000,158035,62013,24005,266059,258057,220048,102023,108037,99008
762000,157035,62014,24005,283065,262054,192042,102021,109023,98021
763000,159034,62015,23007,265058,260058,203058,107035,111024,99015
764000,161036,62028,23004,293059,272060,209053,101036,110024,99035
765000,160049,62165,23004,279056,274047,191043,100021,109024,98021
766000,159049,62014,24017,281077,261071,191049,103029,111018,100016
767000,162017,64031,24011,276901,261058,203044,101021,113023,98021
768000,160035,62013,24005,350078,267059,204045,102019,110024,97021
769000,159034,63014,25004,273061,262057,193044,102021,111024,98021
770000,159035,63014,24005,278074,262058,191056,101023,110024,97021
771000,159035,63026,24005,291065,265044,194043,102022,113025,98034
772000,159036,64033,25024,278043,264058,192043,102022,111024,99020
773000,161049,62014,25017,283063,274061,195043,103034,110024,98021
774000,159035,63027,24005,268060,268060,192042,102036,111024,100022
775000,160029,62020,24004,282069,279075,195031,104022,112024,99022
776000,161035,63014,25005,274060,265059,196044,103022,111024,99021
777000,161035,64014,25005,274060,265057,194042,103021,111024,99021
778000,162036,63015,24005,273086,264058,194045,104023,113035,99021
779000,163049,63027,24991,275062,265079,195031,112038,114025,100022
780000,161036,63008,24005,281063,266078,197044,103023,111043,100012
781000,163036,64019,23992,279072,261567,198044,104023,113024,100022
782000,163036,63012,23004,284063,268060,195043,106023,115024,100022
783000,162035,64014,24004,280062,267072,196057,104029,112027,99022
784000,161036,64014,24005,339076,268913,214036,105029,114025,107024
785000,164030,64015,24011,295066,271073,195044,104046,113037,101033
786000,162035,63027,24005,282076,284049,237052,105020,112024,101022
787000,164036,65014,24018,363080,269060,204045,105023,113024,100021
788000,164036,65013,25005,337075,271072,195043,104015,112025,101029
789000,163042,64014,25000,300680,270060,196043,108200,113025,101022
790000,163030,64014,25005,304068,271072,197057,105037,113025,100022
791000,164050,65029,25005,285063,270878,203057,104022,114038,102022
792000,164022,65020,25019,302079,284071,198050,105029,113025,101022
793000,165037,64855,24005,304080,273060,197079,105802,114025,102002
794000,165052,65015,26006,295066,275061,199044,106022,115025,103021
795000,165036,64015,25005,298067,273061,232051,105023,113910,101022
796000,164030,64014,24005,337075,274047,226063,106023,115025,102022
797000,165037,64014,25005,301067,273060,199052,106036,115025,105036
798000,166036,65008,25019,293065,283049,204044,106022,116025,102022
799000,167037,65014,26005,288065,275059,200044,107022,115025,103022
800000,165036,65015,25005,300092,288101,203045,107024,114024,103022
801000,166036,65014,25005,288064,276060,201046,108021,115025,104022
802000,167037,67014,25005,288064,275062,203047,106021,116025,102022
803000,166036,65016,25005,306068,277059,203045,109023,116026,102022
804000,166036,65016,25006,284575,275060,204046,106031,116025,103022
805000,168037,65015,25005,292065,277061,238053,108024,118025,103022
806000,168037,67012,26005,295065,273080,222029,108022,116025,102023
807000,168037,63015,24005,292064,277061,206046,106023,116025,104023
808000,169038,65014,25005,298065,281069,204059,108037,117026,103022
809000,168037,65014,26005,288064,279061,232051,108023,118024,105024
810000,167037,65014,25004,314089,278068,204046,107023,117026,104041
811000,169037,66028,25005,281043,280062,210065,107024,117026,103035
812000,169037,67033,26018,300073,281037,206039,108042,117033,105042
813000,170037,65015,25005,286076,279705,206033,109025,117044,105036
814000,170031,66015,24991,290065,281063,204045,109022,116026,103022
815000,168037,66014,26007,302067,302066,205045,110024,118026,105023
816000,171038,67016,26019,315064,285062,204046,111037,119038,105029
817000,169037,67021,25005,288070,281063,206059,108024,117025,105023
818000,170038,67026,25011,307081,282075,208033,109024,117025,105034
819000,170038,67027,25858,312286,309082,205688,110025,117026,105023
820000,170037,66020,25012,333086,298066,208046,109024,117026,105036
821000,171038,67015,25005,304068,292077,234065,109024,119039,105023
822000,170044,67014,26018,359080,285076,206046,109031,118026,107037
823000,171024,66020,26017,314076,281069,207046,109018,119040,106024
824000,171038,67016,25993,312082,281062,209047,110020,118033,106030
825000,170037,67835,26005,352079,285063,207046,110037,118012,105016
826000,172038,67014,26005,312083,286050,208046,109024,119026,108023
827000,172038,68014,26005,295065,295066,211047,110024,121039,106029
828000,172037,68009,24999,313070,301067,210046,111024,118026,106036
829000,177039,67021,26018,300066,305068,213047,111024,120026,106023
830000,173039,67014,26005,291065,286063,209046,111025,122026,106023
831000,172038,67015,26005,306068,287063,209043,111024,120026,107024
832000,175038,67015,26005,325073,287063,209047,111024,121027,107023
833000,173038,67015,26005,291065,289063,213046,110023,121026,107025
834000,175052,68021,26005,362081,286070,209048,111024,120040,107023
835000,173038,68029,26018,304080,291077,212053,110036,120744,108023
836000,174038,68015,26006,318076,289064,213049,112024,120026,108022
837000,174037,67017,26003,299067,292064,211048,112024,121027,108022
838000,174038,67014,26006,304067,292064,211061,111024,120026,108011
839000,174038,68028,26006,308055,292064,226049,113024,120026,108023
840000,174038,67016,27006,319071,296067,213055,111025,123033,111043
841000,176027,69035,26005,308048,293065,213061,116025,120026,108023
842000,175039,68015,26006,307190,294157,214053,111024,121027,108031
843000,175027,68016,27006,310075,309075,211047,113025,124039,120025
844000,176039,68014,27006,351078,292064,212046,113022,123027,108024
845000,176039,68014,27006,303066,292064,213047,112024,124027,110038
846000,175039,69028,27018,314058,294078,215059,113038,121026,108037
847000,176046,68028,27002,377098,294065,213054,114038,122026,109024
848000,177039,69021,26000,338088,302067,213047,114025,123027,109024
849000,176039,69029,26017,313070,294066,214047,114031,125040,107010
850000,176039,68015,27014,298079,308068,236052,114025,121033,108024
851000,176039,70025,26005,310080,296052,214047,114024,122027,110024
852000,179040,69028,26000,574140,298754,215036,113039,122026,109037
853000,177026,67014,27005,372082,299065,215047,115025,123027,111025
854000,178053,68977,27007,336067,298065,215049,114025,123026,109023
855000,178037,70015,27006,317071,300067,215046,114025,123024,110024
856000,178038,70029,26005,335074,299066,215054,113031,123034,109030
857000,178040,70986,25005,372095,300018,245054,115026,123039,110024
858000,178043,70028,26005,309069,303067,217033,113024,123027,110023
859000,178039,70015,27005,315069,302066,219049,115025,124041,111037
860000,180040,70015,26005,316064,303068,215048,115025,124034,109030
861000,179040,70029,27008,303060,301066,219048,116026,125027,111043
862000,181040,70016,27005,324092,300067,216048,116025,123026,111024
863000,180040,71015,27007,319071,302066,217048,115039,124027,112038
864000,179046,70015,27005,339849,303012,221055,115026,125028,110018
865000,179040,71022,27012,324078,303068,218049,116039,125041,112025
866000,181040,70015,27004,313070,304068,221060,120039,124027,110024
867000,180034,71029,27006,325072,304081,217048,116038,125027,112024
868000,181041,71035,27013,332080,303080,219062,116025,125027,111024
869000,179040,70028,27005,320084,312070,222057,115019,125033,111018
870000,181040,71028,25993,319077,305081,221049,115025,124027,112853
871000,181040,70015,27005,304061,323078,246067,116038,124040,112549
872000,182040,70015,27005,321685,306068,218047,115007,125027,117039
873000,181040,71016,27006,301914,305081,223036,118026,126027,113025
874000,183041,71016,27005,319071,304080,221050,116026,126041,111024
875000,183040,71015,27006,369082,306068,223061,117026,127028,115025
876000,182040,71015,27006,313044,309082,242068,117039,126035,113031
877000,182040,71016,27006,326072,307068,222049,117032,127023,112032
878000,183047,71030,27005,317070,309068,223049,117026,128014,113024
879000,184041,72016,27006,303067,308068,222049,118026,126025,113038
880000,184040,71015,27006,337075,309068,229051,116038,125945,117851
881000,184034,72009,27005,310069,309068,229050,120035,127026,114025
882000,186041,71015,27005,386094,310068,225050,118025,126027,113024
883000,185041,72016,28006,325072,310083,226044,118012,126027,112024
884000,185041,71015,27006,322072,311069,223048,119026,128028,112024
885000,184041,72015,28005,380085,311068,254055,117025,130028,113025
886000,185041,72020,28007,348076,312069,223051,120025,130028,115025
887000,186042,73016,28006,319070,314069,224051,118026,128029,113025
888000,187041,72015,28005,327072,312069,224050,119025,129029,115025
889000,188040,72015,28006,315084,313069,227063,118026,127919,113038
890000,186041,72015,28006,323084,313069,250062,119026,128041,114019
891000,185028,72029,28019,323072,315070,227064,118026,136043,116025
892000,185041,72030,28020,398102,323084,223049,119033,128028,114025
893000,185041,72016,27999,338076,311069,224064,118039,127940,114025
894000,187041,73016,27005,330073,315083,225057,119027,127990,114024
895000,185041,72025,28020,370152,321160,229045,118026,129029,115025
896000,188042,72016,28018,366075,314076,225050,118032,127028,116012
897000,186041,73016,28006,397088,315069,228050,119025,130028,116026
898000,186041,73016,28005,317070,314069,229050,120026,131029,116025
899000,187041,73016,28005,313082,316070,227057,120027,128027,114011
900000,187048,73003,28019,318057,315070,226050,120026,130028,116025
901000,188040,74016,29006,323072,318070,227050,122026,130028,116026
902000,189042,73017,29008,352078,315070,226057,120951,131042,116025
903000,187041,73022,28012,321059,318070,227050,121025,131028,116024
904000,188041,70015,28005,333073,320071,227049,121025,130028,116025
905000,188042,73015,29005,315068,318070,250055,121026,130028,117024
906000,189042,73017,28006,327072,320070,230051,121025,132029,116025
907000,190042,75016,28006,323086,320070,228037,120034,130035,117014
908000,188042,74017,29019,328073,322084,230064,121040,130035,119039
909000,190049,73016,28012,334074,320084,230045,120026,130028,117040
910000,189042,73025,29013,340076,319133,230051,122027,130028,117026
911000,194043,74016,28006,332060,322072,230050,123027,132028,118025
912000,190042,75016,29002,398102,320065,260058,123040,131028,117026
913000,189042,74017,29006,325073,356079,231058,122027,133049,121027
914000,194055,75017,29006,338735,319659,235059,122021,132043,116031
915000,191036,74010,28001,393087,334081,231045,122027,131022,118032
916000,190042,74016,28006,350076,322085,233064,123040,142038,117026
917000,192043,74010,28005,346088,318083,231056,123027,134298,118026
918000,193043,74017,29006,459103,328072,232052,123027,133028,119026
919000,194042,74016,29009,370082,366081,230566,123026,132028,117025
920000,192042,71040,29006,371082,325071,243053,123024,132028,118025
921000,194043,74017,29006,347078,327073,234053,122026,132028,117025
922000,193042,74016,28007,347077,328072,271060,124027,133028,119027
923000,193042,74016,28005,335074,361081,248054,124027,132029,120026
924000,194043,72017,29007,335074,327072,232051,124026,134029,118024
925000,194042,74017,28006,338075,328073,232052,123027,133031,119038
926000,194043,75029,28961,341069,330093,236052,124026,135029,118025
